id,especie,latitude,longitude
RM04089,Cranioleuca pallida,-23.9574,-47.2428
RM04090,Cyclarhis gujanensis,-23.9574,-47.2428
RM04091,Dacnis cayana,-23.9574,-47.2428
RM04092,Dendrocincla turdina,-23.9574,-47.2428
RM04093,Drymophila ochropyga,-23.9574,-47.2428
RM04094,Dysithamnus mentalis,-23.9574,-47.2428
RM04095,Euphonia pectoralis,-23.9574,-47.2428
RM04096,Habia rubica,-23.9574,-47.2428
RM04097,Hemithraupis ruficapilla,-23.9574,-47.2428
RM04098,Herpsilochmus rufimarginatus,-23.9574,-47.2428
RM04099,Hypoedaleus guttatus,-23.9574,-47.2428
RM04100,Leptopogon amaurocephalus,-23.9574,-47.2428
RM04101,Lochmias nematura,-23.9574,-47.2428
RM04102,Megarynchus pitangua,-23.9574,-47.2428
RM04103,Myiornis auricularis,-23.9574,-47.2428
RM04104,Rhopias gularis,-23.9574,-47.2428
RM04105,Orchesticus abeillei,-23.9574,-47.2428
RM04106,Pachyramphus castaneus,-23.9574,-47.2428
RM04107,Pachyramphus polychopterus,-23.9574,-47.2428
RM04108,Pachyramphus validus,-23.9574,-47.2428
RM04109,Setophaga pitiayumi,-23.9574,-47.2428
RM04110,Philydor atricapillus,-23.9574,-47.2428
RM04111,Phylloscartes oustaleti,-23.9574,-47.2428
RM04112,Pitangus sulphuratus,-23.9574,-47.2428
RM04113,Saltator fuliginosus,-23.9574,-47.2428
RM04114,Turdus flavipes,-23.9574,-47.2428
RM04115,Platyrinchus mystaceus,-23.9574,-47.2428
RM04116,Procnias nudicollis,-23.9574,-47.2428
RM04117,Pyriglena leucoptera,-23.9574,-47.2428
RM04118,Pyroderus scutatus,-23.9574,-47.2428
RM04119,Saltator similis,-23.9574,-47.2428
RM04120,Schiffornis virescens,-23.9574,-47.2428
RM04121,Sclerurus scansor,-23.9574,-47.2428
RM04122,Sittasomus griseicapillus,-23.9574,-47.2428
RM04123,Synallaxis ruficapilla,-23.9574,-47.2428
RM04124,Tachyphonus coronatus,-23.9574,-47.2428
RM04125,Lanio cristatus,-23.9574,-47.2428
RM04126,Tangara cyanocephala,-23.9574,-47.2428
RM04127,Tangara desmaresti,-23.9574,-47.2428
RM04128,Tangara seledon,-23.9574,-47.2428
RM04129,Tangara cyanoptera,-23.9574,-47.2428
RM04130,Tangara sayaca,-23.9574,-47.2428
RM04131,Tolmomyias sulphurescens,-23.9574,-47.2428
RM04132,Trichothraupis melanops,-23.9574,-47.2428
RM04133,Turdus albicollis,-23.9574,-47.2428
RM04134,Turdus amaurochalinus,-23.9574,-47.2428
RM04135,Turdus rufiventris,-23.9574,-47.2428
RM04136,Vireo chivi,-23.9574,-47.2428
RM04137,Volatinia jacarina,-23.9574,-47.2428
RM04138,Xenops minutus,-23.9574,-47.2428
RM04139,Xiphocolaptes albicollis,-23.9574,-47.2428
RM04140,Xiphorhynchus fuscus,-23.9574,-47.2428
RM04141,Phylloscartes oustaleti,-23.9574,-47.2428
RM04142,Tolmomyias sulphurescens,-23.9574,-47.2428
RM04143,Anabazenops fuscus,-23.9574,-47.2428
RM04144,Attila phoenicurus,-23.9574,-47.2428
RM04145,Attila rufus,-23.9574,-47.2428
RM04146,Automolus leucophthalmus,-23.9574,-47.2428
RM04147,Basileuterus culicivorus,-23.9574,-47.2428
RM04148,Myiothlypis leucoblephara,-23.9574,-47.2428
RM04149,Camptostoma obsoletum,-23.9574,-47.2428
RM04150,Carpornis cucullata,-23.9574,-47.2428
RM04151,Chamaeza campanisona,-23.9574,-47.2428
RM04152,Chamaeza meruloides,-23.9574,-47.2428
RM04153,Chamaeza meruloides,-23.9574,-47.2428
RM04154,Coereba flaveola,-23.9574,-47.2428
RM04155,Conopophaga melanops,-23.9574,-47.2428
RM04156,Cranioleuca pallida,-23.9574,-47.2428
RM04157,Cyclarhis gujanensis,-23.9574,-47.2428
RM04158,Dacnis cayana,-23.9574,-47.2428
RM04159,Dendrocincla turdina,-23.9574,-47.2428
RM04160,Drymophila ochropyga,-23.9574,-47.2428
RM04161,Dysithamnus mentalis,-23.9574,-47.2428
RM04162,Euphonia pectoralis,-23.9574,-47.2428
RM04163,Formicarius colma,-23.9574,-47.2428
RM04164,Habia rubica,-23.9574,-47.2428
RM04165,Hemithraupis ruficapilla,-23.9574,-47.2428
RM04166,Herpsilochmus rufimarginatus,-23.9574,-47.2428
RM04167,Hypoedaleus guttatus,-23.9574,-47.2428
RM04168,Xiphorhynchus fuscus,-23.9574,-47.2428
RM04169,Leptopogon amaurocephalus,-23.9574,-47.2428
RM04170,Lochmias nematura,-23.9574,-47.2428
RM04171,Megarynchus pitangua,-23.9574,-47.2428
RM04172,Mionectes rufiventris,-23.9574,-47.2428
RM04173,Myiornis auricularis,-23.9574,-47.2428
RM04174,Rhopias gularis,-23.9574,-47.2428
RM04175,Orchesticus abeillei,-23.9574,-47.2428
RM04176,Pachyramphus castaneus,-23.9574,-47.2428
RM04177,Pachyramphus polychopterus,-23.9574,-47.2428
RM04178,Pachyramphus validus,-23.9574,-47.2428
RM04179,Setophaga pitiayumi,-23.9574,-47.2428
RM04180,Philydor atricapillus,-23.9574,-47.2428
RM04181,Pitangus sulphuratus,-23.9574,-47.2428
RM04182,Saltator fuliginosus,-23.9574,-47.2428
RM04183,Turdus flavipes,-23.9574,-47.2428
RM04184,Platyrinchus mystaceus,-23.9574,-47.2428
RM04185,Procnias nudicollis,-23.9574,-47.2428
RM04186,Pyriglena leucoptera,-23.9574,-47.2428
RM04187,Pyroderus scutatus,-23.9574,-47.2428
RM04188,Saltator similis,-23.9574,-47.2428
RM04189,Schiffornis virescens,-23.9574,-47.2428
RM04190,Sittasomus griseicapillus,-23.9574,-47.2428
RM04191,Synallaxis ruficapilla,-23.9574,-47.2428
RM04192,Tachyphonus coronatus,-23.9574,-47.2428
RM04193,Lanio cristatus,-23.9574,-47.2428
RM04194,Tangara cyanocephala,-23.9574,-47.2428
RM04195,Tangara desmaresti,-23.9574,-47.2428
RM04196,Tangara seledon,-23.9574,-47.2428
RM04197,Thamnophilus caerulescens,-23.9574,-47.2428
RM04198,Tangara cyanoptera,-23.9574,-47.2428
RM04199,Tangara sayaca,-23.9574,-47.2428
RM04200,Trichothraupis melanops,-23.9574,-47.2428
RM04201,Turdus albicollis,-23.9574,-47.2428
RM04202,Turdus amaurochalinus,-23.9574,-47.2428
RM04203,Turdus rufiventris,-23.9574,-47.2428
RM04204,Vireo chivi,-23.9574,-47.2428
RM04205,Volatinia jacarina,-23.9574,-47.2428
RM04206,Xenops minutus,-23.9574,-47.2428
RM04207,Xiphocolaptes albicollis,-23.9574,-47.2428
RM05230,Myiarchus swainsoni,-24.683333,-47.533333
RM05237,Phylloscartes ventralis,-24.683333,-47.533333
RM05239,Pitangus sulphuratus,-24.683333,-47.533333
RM05247,Thamnophilus caerulescens,-24.683333,-47.533333
RM05254,Coereba flaveola,-24.683333,-47.533333
RM05279,Tachyphonus coronatus,-24.683333,-47.533333
RM05289,Turdus amaurochalinus,-24.683333,-47.533333
RM05291,Turdus rufiventris,-24.683333,-47.533333
RM06358,Thamnophilus caerulescens,-25.033333,-51
RM06359,Dysithamnus mentalis,-25.033333,-51
RM06360,Conopophaga lineata,-25.033333,-51
RM06361,Sclerurus scansor,-25.033333,-51
RM06362,Sittasomus griseicapillus,-25.033333,-51
RM06363,Dendrocolaptes platyrostris,-25.033333,-51
RM06364,Xiphorhynchus fuscus,-25.033333,-51
RM06365,Poecilotriccus plumbeiceps,-25.033333,-51
RM06366,Camptostoma obsoletum,-25.033333,-51
RM06367,Pitangus sulphuratus,-25.033333,-51
RM06368,Schiffornis virescens,-25.033333,-51
RM06369,Cyclarhis gujanensis,-25.033333,-51
RM06370,Turdus amaurochalinus,-25.033333,-51
RM06371,Tachyphonus coronatus,-25.033333,-51
RM06372,Tangara sayaca,-25.033333,-51
RM06373,Myiothlypis leucoblephara,-25.033333,-51
RM06381,Oxyruncus cristatus,-22.801111,-44.369444
RM06552,Camptostoma obsoletum,-21.716467,-48.016767
RM06553,Cnemotriccus fuscatus,-21.716467,-48.016767
RM06554,Elaenia mesoleuca,-21.716467,-48.016767
RM06555,Myiarchus swainsoni,-21.716467,-48.016767
RM06556,Pitangus sulphuratus,-21.716467,-48.016767
RM06557,Coereba flaveola,-21.716467,-48.016767
RM06558,Synallaxis ruficapilla,-21.716467,-48.016767
RM06559,Tangara sayaca,-21.716467,-48.016767
RM06560,Turdus amaurochalinus,-21.716467,-48.016767
RM06561,Turdus leucomelas,-21.716467,-48.016767
RM06698,Cranioleuca pallida,-25.633333,-51.966667
RM06699,Mackenziaena leachii,-25.633333,-51.966667
RM06700,Thamnophilus caerulescens,-25.633333,-51.966667
RM06701,Dysithamnus mentalis,-25.633333,-51.966667
RM06702,Conopophaga lineata,-25.633333,-51.966667
RM06703,Hylopezus nattereri,-25.633333,-51.966667
RM06704,Chamaeza campanisona,-25.633333,-51.966667
RM06705,Sittasomus griseicapillus,-25.633333,-51.966667
RM06706,Xiphocolaptes albicollis,-25.633333,-51.966667
RM06707,Dendrocolaptes platyrostris,-25.633333,-51.966667
RM06708,Xiphorhynchus fuscus,-25.633333,-51.966667
RM06709,Campylorhamphus falcularius,-25.633333,-51.966667
RM06710,Synallaxis ruficapilla,-25.633333,-51.966667
RM06711,Synallaxis spixi,-25.633333,-51.966667
RM06712,Clibanornis dendrocolaptoides,-25.633333,-51.966667
RM06713,Syndactyla rufosuperciliata,-25.633333,-51.966667
RM06714,Philydor rufum,-25.633333,-51.966667
RM06715,Lochmias nematura,-25.633333,-51.966667
RM06716,Heliobletus contaminatus,-25.633333,-51.966667
RM06717,Xenops rutilans,-25.633333,-51.966667
RM06718,Mionectes rufiventris,-25.633333,-51.966667
RM06719,Leptopogon amaurocephalus,-25.633333,-51.966667
RM06720,Poecilotriccus plumbeiceps,-25.633333,-51.966667
RM06721,Phyllomyias fasciatus,-25.633333,-51.966667
RM06722,Camptostoma obsoletum,-25.633333,-51.966667
RM06723,Phylloscartes eximius,-25.633333,-51.966667
RM06724,Phylloscartes ventralis,-25.633333,-51.966667
RM06725,Tolmomyias sulphurescens,-25.633333,-51.966667
RM06726,Platyrinchus mystaceus,-25.633333,-51.966667
RM06727,Lathrotriccus euleri,-25.633333,-51.966667
RM06728,Cnemotriccus fuscatus,-25.633333,-51.966667
RM06729,Pitangus sulphuratus,-25.633333,-51.966667
RM06730,Megarynchus pitangua,-25.633333,-51.966667
RM06731,Myiarchus swainsoni,-25.633333,-51.966667
RM06732,Chiroxiphia caudata,-25.633333,-51.966667
RM06733,Schiffornis virescens,-25.633333,-51.966667
RM06734,Tityra cayana,-25.633333,-51.966667
RM06735,Pachyramphus polychopterus,-25.633333,-51.966667
RM06736,Pachyramphus validus,-25.633333,-51.966667
RM06737,Cyclarhis gujanensis,-25.633333,-51.966667
RM06738,Vireo chivi,-25.633333,-51.966667
RM06739,Hylophilus poicilotis,-25.633333,-51.966667
RM06740,Turdus rufiventris,-25.633333,-51.966667
RM06741,Turdus leucomelas,-25.633333,-51.966667
RM06742,Turdus amaurochalinus,-25.633333,-51.966667
RM06743,Orchesticus abeillei,-25.633333,-51.966667
RM06744,Trichothraupis melanops,-25.633333,-51.966667
RM06745,Habia rubica,-25.633333,-51.966667
RM06746,Tachyphonus coronatus,-25.633333,-51.966667
RM06747,Tangara sayaca,-25.633333,-51.966667
RM06748,Pipraeidea melanonota,-25.633333,-51.966667
RM06749,Dacnis cayana,-25.633333,-51.966667
RM06750,Conirostrum speciosum,-25.633333,-51.966667
RM06751,Volatinia jacarina,-25.633333,-51.966667
RM06752,Saltator similis,-25.633333,-51.966667
RM06753,Setophaga pitiayumi,-25.633333,-51.966667
RM06754,Basileuterus culicivorus,-25.633333,-51.966667
RM06755,Myiothlypis leucoblephara,-25.633333,-51.966667
RM06756,Cacicus chrysopterus,-25.633333,-51.966667
RM06757,Euphonia chlorotica,-25.633333,-51.966667
RM06758,Euphonia chalybea,-25.633333,-51.966667
RM07077,Thamnophilus caerulescens,-24.966667,-51.166667
RM07078,Lathrotriccus euleri,-24.966667,-51.166667
RM07079,Schiffornis virescens,-24.966667,-51.166667
RM07080,Turdus rufiventris,-24.966667,-51.166667
RM07081,Turdus leucomelas,-24.966667,-51.166667
RM07082,Saltator similis,-24.966667,-51.166667
RM07083,Setophaga pitiayumi,-24.966667,-51.166667
RM07084,Basileuterus culicivorus,-24.966667,-51.166667
RM11359,Calidris pusilla,-5.083333333,-36.26666667
RM11360,Calidris pusilla,-5.083333333,-36.26666667
RM11361,Calidris pusilla,-5.083333333,-36.26666667
RM11362,Calidris pusilla,-5.083333333,-36.26666667
RM11363,Calidris pusilla,-5.083333333,-36.26666667
RM11364,Calidris pusilla,-5.083333333,-36.26666667
RM11365,Calidris pusilla,-5.083333333,-36.26666667
RM11366,Calidris pusilla,-5.083333333,-36.26666667
RM11367,Calidris pusilla,-5.083333333,-36.26666667
RM11368,Calidris pusilla,-5.083333333,-36.26666667
RM11369,Calidris pusilla,-5.083333333,-36.26666667
RM11370,Calidris pusilla,-5.083333333,-36.26666667
RM11371,Calidris pusilla,-5.083333333,-36.26666667
RM11372,Calidris fuscicollis,-5.083333333,-36.26666667
RM11373,Calidris pusilla,-5.083333333,-36.26666667
RM11374,Calidris pusilla,-5.083333333,-36.26666667
RM11375,Calidris pusilla,-5.083333333,-36.26666667
RM11376,Calidris pusilla,-5.083333333,-36.26666667
RM11377,Calidris pusilla,-5.083333333,-36.26666667
RM11378,Calidris pusilla,-5.083333333,-36.26666667
RM11379,Calidris pusilla,-5.083333333,-36.26666667
RM11380,Calidris pusilla,-5.083333333,-36.26666667
RM11381,Calidris pusilla,-5.083333333,-36.26666667
RM11382,Calidris pusilla,-5.083333333,-36.26666667
RM11383,Calidris minutilla,-5.083333333,-36.26666667
RM11384,Calidris fuscicollis,-5.083333333,-36.26666667
RM11385,Calidris alba,-5.083333333,-36.26666667
RM11386,Charadrius semipalmatus,-5.083333333,-36.26666667
RM11387,Charadrius semipalmatus,-5.083333333,-36.26666667
RM11388,Charadrius collaris,-5.083333333,-36.26666667
RM11389,Charadrius semipalmatus,-5.083333333,-36.26666667
RM11390,Charadrius collaris,-5.083333333,-36.26666667
RM11391,Charadrius collaris,-5.083333333,-36.26666667
RM11392,Arenaria interpres,-5.083333333,-36.26666667
RM11393,Arenaria interpres,-5.083333333,-36.26666667
RM11394,Arenaria interpres,-5.083333333,-36.26666667
RM11395,Arenaria interpres,-5.083333333,-36.26666667
RM11396,Arenaria interpres,-5.083333333,-36.26666667
RM11397,Calidris fuscicollis,-5.083333333,-36.26666667
RM11398,Tringa flavipes,-5.083333333,-36.26666667
RM11399,Himantopus mexicanus,-5.083333333,-36.26666667
RM11400,Calidris pusilla,-5.083333333,-36.26666667
RM11402,Podilymbus podiceps,-7.843111111,-34.89380556
RM11403,Porphyrio martinicus,-7.764416667,-34.82561111
RM11404,Calidris pusilla,-7.843111111,-34.89380556
RM11405,Calidris pusilla,-7.843111111,-34.89380556
RM11406,Sterna hirundo,-7.843111111,-34.89380556
RM11407,Sterna hirundo,-7.843111111,-34.89380556
RM11410,Sterna hirundo,-7.843111111,-34.89380556
RM11411,Sterna hirundo,-7.843111111,-34.89380556
RM11412,Rupornis magnirostris,-8.025111111,-34.89272222
RM11413,Euphonia violacea,-7.82675,-34.90183333
RM11414,Ornithion inerme,-7.82675,-34.90183333
RM11416,Calidris alba,-7.843111111,-34.89380556
RM11417,Charadrius semipalmatus,-7.843111111,-34.89380556
RM11419,Hemitriccus margaritaceiventer,-8.540638889,-37.69030556
RM11428,Eupsittula cactorum,-8.777361111,-39.66908333
RM11429,Columbina squammata,-8.777361111,-39.66908333
RM11430,Mimus saturninus,-8.777361111,-39.66908333
RM11431,Calliphlox amethystina,-7.868333333,-34.83519444
RM11432,Tolmomyias flaviventris,-7.115333333,-37.45230556
RM11433,Furnarius figulus,-7.115333333,-37.45230556
RM11434,Lepidocolaptes angustirostris,-7.016666667,-37.26666667
RM11435,Tolmomyias flaviventris,-7.115333333,-37.45230556
RM11436,Picumnus fulvescens,-7.115333333,-37.45230556
RM11437,Myiarchus tyrannulus,-7.115333333,-37.45230556
RM11438,Heliomaster squamosus,-7.115333333,-37.45230556
RM11439,Polioptila plumbea,-7.016666667,-37.26666667
RM11440,Polioptila plumbea,-7.016666667,-37.26666667
RM11441,Chlorostilbon lucidus,-7.115333333,-37.45230556
RM11442,Touit surdus,-7.82675,-34.90183333
RM11443,Touit surdus,-7.82675,-34.90183333
RM11445,Glaucidium brasilianum,-8.8,-39.81666667
RM11446,Colaptes melanochloros,-8.8,-39.81666667
RM11447,Colaptes melanochloros,-8.8,-39.81666667
RM11448,Tyrannus melancholicus,-8.8,-39.81666667
RM11452,Chrysolampis mosquitus,-8.8,-39.81666667
RM11453,Sicalis luteola,-8.524722222,-39.37138889
RM11454,Neocrex erythrops,-8.524722222,-39.37138889
RM11456,Glaucidium brasilianum,-7.016666667,-37.26666667
RM11457,Nemosia pileata,-7.115333333,-37.45230556
RM11458,Furnarius figulus,-7.115333333,-37.45230556
RM11459,Myiopagis viridicata,-7.115333333,-37.45230556
RM11460,Asio clamator,-8.736944444,-35.16972222
RM11461,Asio clamator,-7.896666667,-35.17944444
RM11462,Thamnophilus doliatus,-7.916722222,-38.28319444
RM11463,Nystalus maculatus,-7.916722222,-38.28319444
RM11464,Ceratopipra rubrocapilla,-7.82675,-34.90183333
RM11465,Arremon taciturnus,-7.82675,-34.90183333
RM11466,Mionectes oleagineus,-7.82675,-34.90183333
RM11467,Tangara sayaca,-7.916722222,-38.28319444
RM11468,Cantorchilus longirostris,-9.588055556,-37.8775
RM11469,Coryphospingus pileatus,-9.593611111,-37.8725
RM11470,Guira guira,-7.956472222,-38.29461111
RM11471,Chiroxiphia pareola,-8.239361111,-35.05011111
RM11472,Conopophaga melanops,-8.239361111,-35.05011111
RM11473,Myiarchus swainsoni,-9.484444444,-38
RM11474,Rhynchocyclus olivaceus,-8.239361111,-35.05011111
RM11475,Ramphocaenus melanurus,-8.239361111,-35.05011111
RM11476,Schiffornis turdina,-8.239361111,-35.05011111
RM11477,Veniliornis passerinus,-8.239361111,-35.05011111
RM11478,Chlorostilbon lucidus,-9.484444444,-38
RM11479,Hydropsalis parvula,-8.981777778,-38.38847222
RM11480,Hydropsalis parvula,-8.376,-39.67755556
RM11481,Hydropsalis parvula,-8.626777778,-39.69083333
RM11482,Hydropsalis parvula,-8.376,-39.67755556
RM11483,Sporophila nigricollis,-7.868333333,-34.83519444
RM11484,Heliomaster squamosus,-9.593333333,-37.86833333
RM11485,Chlorostilbon lucidus,-9.641805556,-37.75572222
RM11486,Heliomaster squamosus,-9.593333333,-37.86833333
RM11487,Heliomaster squamosus,-9.593333333,-37.86833333
RM11488,Chlorostilbon lucidus,-9.484444444,-38
RM11489,Heliomaster squamosus,-9.593333333,-37.86833333
RM11490,Eupetomena macroura,-9.484444444,-38
RM11491,Heliomaster squamosus,-9.593333333,-37.86833333
RM11492,Turdus leucomelas,-9.593333333,-37.86833333
RM11493,Elaenia chilensis,-9.55,-37.78333333
RM11494,Elaenia chilensis,-9.593333333,-37.86833333
RM11495,Elaenia chilensis,-9.593333333,-37.86833333
RM11496,Elaenia flavogaster,-9.593333333,-37.86833333
RM11497,Elaenia spectabilis,-9.641805556,-37.75572222
RM11498,Elaenia spectabilis,-9.641805556,-37.75572222
RM11499,Elaenia spectabilis,-9.641805556,-37.75572222
RM11500,Elaenia chilensis,-9.593333333,-37.86833333
RM11501,Elaenia chilensis,-9.55,-37.78333333
RM11502,Elaenia chilensis,-8.376,-39.67755556
RM11503,Elaenia chilensis,-8.376,-39.67755556
RM11504,Elaenia chilensis,-8.376,-39.67755556
RM11505,Elaenia spectabilis,-9.641805556,-37.75572222
RM11506,Elaenia spectabilis,-9.641805556,-37.75572222
RM11507,Polioptila plumbea,-9.55,-37.78333333
RM11508,Cyanoloxia brissonii,-9.641805556,-37.75572222
RM11509,Phaeomyias murina,-9.484444444,-38
RM11511,Cyclarhis gujanensis,-9.484444444,-38
RM11512,Leptotila verreauxi,-9.641805556,-37.75572222
RM11513,Euscarthmus meloryphus,-9.484444444,-38
RM11515,Hemitriccus margaritaceiventer,-9.641805556,-37.75572222
RM11516,Euscarthmus meloryphus,-9.641805556,-37.75572222
RM11517,Myiarchus tyrannulus,-9.641805556,-37.75572222
RM11518,Pachyramphus validus,-9.55,-37.78333333
